webTitle,webPublicationDate,webUrl,sectionName
Energy clubs offer chance to reduce electricity bills by up to 30%,2025-10-18T06:00:40Z,https://www.theguardian.com/money/2025/oct/18/green-energy-clubs-savings-electricity-bills-energy-local-better-deal,Money
Ed Miliband approves UK’s biggest solar farm at Lincolnshire site,2025-10-14T15:25:12Z,https://www.theguardian.com/environment/2025/oct/14/ed-miliband-approves-uk-biggest-solar-farm-at-lincolnshire-site,Environment
Greenpeace threatens to sue crown estate for driving up cost of offshore wind,2025-10-13T13:24:42Z,https://www.theguardian.com/uk-news/2025/oct/13/greenpeace-threatens-to-sue-crown-estate-for-driving-up-cost-of-offshore-wind,Business
Energy bills to rise more than expected for millions of British households,2025-08-27T12:07:47Z,https://www.theguardian.com/money/2025/aug/27/higher-energy-bills-price-cap-rises,Money
"Annual energy bills set to rise £35 in October, Trump slaps 50% tariff on India – as it happened",2025-08-27T14:14:47Z,https://www.theguardian.com/business/live/2025/aug/27/energy-price-cap-rise-trump-tariff-india-business-live-news,Business
What is happening with Australia’s emissions? Electricity is improving. Transport is not,2025-08-25T07:27:21Z,https://www.theguardian.com/australia-news/2025/aug/25/what-is-happening-with-australias-emissions-electricity-is-improving-transport-is-not,Environment
New England states vow to fight Trump administration order to halt work on offshore wind farm that’s nearly complete,2025-08-23T22:46:06Z,https://www.theguardian.com/us-news/2025/aug/23/wind-farm-rhode-island-connecticut,US news
"Solar car teams chase ‘dreams of a more sustainable future’ in gruelling 3,000km race across Australian outback",2025-08-24T02:53:17Z,https://www.theguardian.com/environment/2025/aug/24/solar-car-teams-chase-dreams-of-a-more-sustainable-future-in-gruelling-3000km-race-across-australian-outback,Environment
" Australia could miss clean energy target as solar and wind investment slumps, investors warn",2025-12-01T08:22:30Z,https://www.theguardian.com/environment/2025/dec/01/australia-could-miss-clean-energy-target-as-solar-and-wind-investment-slumps-investors-warn,Environment
Households face higher energy bills as £28bn grid upgrade gets go-ahead,2025-12-04T08:26:25Z,https://www.theguardian.com/money/2025/dec/04/fears-of-higher-energy-bills-as-28bn-grid-upgrade-gets-go-ahead,Money
"UK using more wood to make electricity than ever, Drax figures show",2025-12-03T15:21:20Z,https://www.theguardian.com/business/2025/dec/03/uk-using-more-wood-to-make-electricity-than-ever-drax-figures-show,Business
Datacentres demand huge amounts of electricity. Could they derail Australia’s net zero ambitions?,2025-12-02T14:00:38Z,https://www.theguardian.com/australia-news/2025/dec/03/datacentres-demand-huge-amounts-of-electricity-could-they-derail-australias-net-zero-ambitions,Australia news
Power surge: law changes could soon bring balcony solar to millions across US ,2025-11-30T12:00:05Z,https://www.theguardian.com/us-news/2025/nov/30/balcony-solar-power-states-laws,US news
‘Three sheets to the wind’: how everyday phrases blew in from the sea,2025-12-05T06:00:42Z,https://www.theguardian.com/news/2025/dec/05/weather-watch-everyday-phrases-nautical-expressions-wind-language,News
"Families on rooftops, homes buried by mud: Asia floods show water is overtaking wind as main threat",2025-12-02T19:19:02Z,https://www.theguardian.com/world/2025/dec/02/global-heating-and-other-human-activity-are-making-asias-floods-more-lethal,World news
Trump tariffs and green energy rollbacks push household electricity bills up 10%,2025-08-19T22:12:53Z,https://www.theguardian.com/us-news/2025/aug/19/electricity-bills-increase-trump,US news
Solar panels in space ‘could provide 80% of Europe’s renewable energy by 2050’,2025-08-21T15:00:06Z,https://www.theguardian.com/environment/2025/aug/21/solar-panels-in-space-could-provide-80-of-europes-renewable-energy-by-2050,Environment
A mysterious comet is shooting through our solar system. Why are scientists so excited about 3I/Atlas?,2025-08-18T15:00:52Z,https://www.theguardian.com/environment/2025/aug/19/3i-atlas-comet-interstellar-alien-object-where-size-speed,Environment
Is Trump winning or losing his war on offshore wind power?,2026-02-02T12:30:08Z,https://www.theguardian.com/environment/2026/feb/02/trump-offshore-wind,Environment
Here’s why US household energy bills are soaring – and how to fix it | Mark Wolfe,2026-02-03T15:00:02Z,https://www.theguardian.com/commentisfree/2026/feb/03/us-energy-bills-trump,Opinion
Ukraine war briefing: Kyiv reschedules peace talks as battered power grid strains in -15C,2026-02-02T01:27:43Z,https://www.theguardian.com/world/2026/feb/02/ukraine-war-briefing-kyiv-reschedules-peace-talks-battered-power-grid-strains-cold-snaps,World news
Thailand PM urges working from home amid fears over energy crisis,2026-04-06T11:29:43Z,https://www.theguardian.com/world/2026/apr/06/thailand-pm-calls-for-energy-saving-as-middle-east-conflict-drives-price-surge,World news
Thousands of small UK firms’ energy bills set to more than double due to Iran war ,2026-04-06T10:00:16Z,https://www.theguardian.com/business/2026/apr/06/small-uk-firms-energy-bills-iran-war-heating-oil-fsb,Business
Japan confirms release of more oil reserves as concern over energy crisis grows,2026-04-10T05:50:57Z,https://www.theguardian.com/world/2026/apr/10/japan-sanae-takaichi-release-more-oil-reserves-iran-war,World news
Britain breaks solar energy record twice as UK’s biggest solar farm gets approval,2026-04-08T17:35:59Z,https://www.theguardian.com/environment/2026/apr/08/britain-breaks-solar-energy-record-twice-uk-biggest-solar-farm-springwell-approval,Environment
Starmer implies he didn’t tell Trump he was ‘fed up’ about his impact on rising UK energy bills – as it happened ,2026-04-10T15:30:42Z,https://www.theguardian.com/politics/live/2026/apr/10/starmer-trump-putin-iran-war-farage-reform-latest-news-updates,Politics
Iran’s internet blackout is longest national shutdown since Arab spring,2026-04-06T15:55:06Z,https://www.theguardian.com/technology/2026/apr/06/iran-internet-blackout-is-longest-national-shutdown-since-arab-spring,World news
These enormous wind turbine projects would damage Wales – and all to supply the rest of the UK with energy | Simon Jenkins,2026-04-10T12:16:50Z,https://www.theguardian.com/commentisfree/2026/apr/10/wind-turbine-projects-wales-england-ed-miliband,Opinion
Coalition criticises Labor over electricity prices as Bowen rejects ‘hypocrisy’ – as it happened,2026-07-05T03:15:21Z,https://www.theguardian.com/australia-news/live/2026/jul/05/australia-news-live-albanese-labor-nsw-h5-bird-flu-angus-taylor-liberal-coalition-pauline-hanson-ntwnfb,Australia news
Low-cost loans for solar panels could save households hundreds on bills – thinktanks,2026-07-07T09:00:36Z,https://www.theguardian.com/environment/2026/jul/07/low-cost-loans-for-solar-panels-could-save-households-hundreds-on-bills-thinktanks,Environment
‘Why take those jobs away?’: the unionized workers decrying Trump’s war on wind,2026-07-06T11:00:01Z,https://www.theguardian.com/environment/2026/jul/06/workers-unions-trump-wind-energy,Environment
Why put solar panels on green space when we could put them over car parks?,2026-07-05T13:00:27Z,https://www.theguardian.com/lifeandstyle/2026/jul/05/why-put-solar-panels-on-green-space-when-we-could-put-them-over-car-parks,Life and style
Leftwing militants claim responsibility for arson attack on Berlin power grid,2026-01-04T16:34:52Z,https://www.theguardian.com/world/2026/jan/04/leftwing-militants-responsibility-arson-attack-berlin-power-grid,World news
Iran plunged into internet blackout as protests over economy spread nationwide,2026-01-08T19:42:10Z,https://www.theguardian.com/world/2026/jan/08/iran-plunged-into-internet-blackout-as-protests-over-economy-spread-nationwide,World news
Iranian cultural figures condemn internet blackout as ‘blatant tool of repression’ ,2026-01-10T14:35:33Z,https://www.theguardian.com/global-development/2026/jan/10/film-makers-iran-protest-internet-blackout-repression,World news
‘How is it possible?’: Berliners demand answers after sabotage causes blackout,2026-01-07T16:20:06Z,https://www.theguardian.com/world/2026/jan/07/how-is-it-possible-berliners-demand-answers-after-sabotage-causes-blackout,World news
Berlin mayor faces calls to resign after playing tennis during city blackout,2026-01-08T15:02:25Z,https://www.theguardian.com/world/2026/jan/08/berlin-mayor-kai-wegner-calls-to-resign-playing-tennis-blackout-outage,World news
Amsterdam airport cancels at least 800 flights because of snow and wind,2026-01-07T16:03:50Z,https://www.theguardian.com/world/2026/jan/07/amsterdam-airport-cancels-flights-amid-icy-conditions,World news
Dreams Travel With the Wind review – communing with the spirits to preserve Indigenous culture in Colombia,2026-01-05T07:00:30Z,https://www.theguardian.com/film/2026/jan/05/dreams-travel-with-the-wind-review-communing-with-the-spirits-to-preserve-indigenous-culture-in-colombia,Film
Black Saturday-affected towns told to leave before predicted wind change causes ‘dangerous’ fire conditions – as it happened,2026-01-09T07:10:55Z,https://www.theguardian.com/australia-news/live/2026/jan/09/australia-news-live-victoria-catastrophic-bushfire-fire-ban-heatwave-tropical-cyclone-floods-royal-commission-antisemitism-bondi-anthony-albanese-ntwnfb,Australia news
"Wind power has cut £104bn from UK energy costs since 2010, study finds",2025-10-28T05:00:19Z,https://www.theguardian.com/environment/2025/oct/28/wind-power-cut-uk-energy-costs-ucl-study,Environment
Woman charged after allegedly sabotaging gas supply at two Sydney hospitals,2025-10-28T06:29:04Z,https://www.theguardian.com/australia-news/2025/oct/28/woman-arrested-allegedly-sabotaging-gas-supplies-sydney-hospitals-sutherland,Australia news
Woman denies gas supply sabotage as police investigate death of elderly man at Sutherland hospital,2025-10-29T02:43:43Z,https://www.theguardian.com/australia-news/2025/oct/29/sutherland-hospital-gas-supply-nsw-police-investigating-death-ntwnfb,Australia news
"US electricity bills increased by 11% in Trump’s second term, data shows",2025-10-31T17:49:55Z,https://www.theguardian.com/us-news/2025/oct/31/us-electricity-bills-increased-trump,US news
Experts say Ed Miliband’s £1.1bn for new offshore wind projects not enough,2025-10-27T19:10:54Z,https://www.theguardian.com/environment/2025/oct/27/ed-miliband-1-1bn-a-year-new-offshore-wind-projects,Environment
Would more North Sea drilling mean lower energy prices for UK consumers?,2026-04-01T14:00:01Z,https://www.theguardian.com/business/2026/apr/01/would-more-north-sea-drilling-mean-lower-energy-prices-uk-consumers-explainer,Business
"Energy bills in Great Britain forecast to hit almost £2,000 a year this summer",2026-03-31T14:17:51Z,https://www.theguardian.com/money/2026/mar/31/energy-bills-great-britain-forecast-summer,Money
"No tuition, no grades, no power grid: why are people flocking to a ‘college’ in the middle of the desert?",2026-03-29T15:00:01Z,https://www.theguardian.com/us-news/2026/mar/29/mars-college-california-campus,US news
Energy crisis: why ‘keep calm but cut down’ may be a better message for Labour,2026-04-01T06:00:41Z,https://www.theguardian.com/politics/2026/apr/01/energy-crisis-keep-calm-but-cut-down-better-message-labour,Politics
Families hardest hit by energy crisis could be given funds dispensed by councils in England,2026-03-30T14:46:52Z,https://www.theguardian.com/business/2026/mar/30/families-hardest-hit-energy-crisis-given-funds-dispensed-local-councils,Business
"Drive slower, work from home and ditch the tie: the world responds to Iran war energy crisis",2026-04-02T05:00:17Z,https://www.theguardian.com/environment/2026/apr/02/world-response-iran-war-energy-crisis-oil,Environment
Three affordable ways to keep your house running during a power outage,2025-10-21T19:15:44Z,https://www.theguardian.com/lifeandstyle/2025/oct/21/best-backup-power-supply-sources-blackout,Life and style
Keir Starmer prepares to miss key green target in effort to keep energy bills down,2025-10-22T20:47:52Z,https://www.theguardian.com/politics/2025/oct/22/keir-starmer-green-pledge-2030-energy-bills,Politics
Weatherwatch: Myths behind the capricious god of the north wind,2025-10-23T05:00:59Z,https://www.theguardian.com/news/2025/oct/23/weatherwatch-myths-behind-the-capricious-god-of-the-north-wind-boreas,News
Fears over higher rates as Georgia moves to provide more electricity for AI datacenters,2025-10-19T12:00:13Z,https://www.theguardian.com/us-news/2025/oct/19/georgia-electricity-datacenters,US news
"Two dead at Melbourne beach as wild wind batters state, while parts of Sydney hit by record-breaking heat ",2025-10-22T06:50:51Z,https://www.theguardian.com/environment/2025/oct/22/sydney-weather-nsw-heat-bom-forecast-wind-warnings-australia,Environment
"National insurance hike and energy bills behind food price rise, say UK retailers",2026-01-27T00:01:00Z,https://www.theguardian.com/business/2026/jan/27/national-insurance-hike-and-energy-bills-behind-food-price-rise-say-uk-retailers,Business
Iran appears to ease internet blackout as cost of shutdown mounts,2026-01-28T16:41:32Z,https://www.theguardian.com/world/2026/jan/28/iran-appears-to-ease-internet-blackout,World news
Iran president’s son urges authorities to restore internet after protests blackout,2026-01-25T19:03:53Z,https://www.theguardian.com/world/2026/jan/25/iran-presidents-son-urges-authorities-to-restore-internet-after-protest-blackout,World news
First of its kind ‘high-density’ hydro system begins generating electricity in Devon,2026-01-27T06:00:07Z,https://www.theguardian.com/business/2026/jan/27/high-density-hydropower-system-generating-electricity-devon-renewable-energy-storage,Business
"Knit pants, waterproof boots and more: 20 things to wear to stay warm this winter, tested",2026-01-27T16:17:38Z,https://www.theguardian.com/thefilter-us/2026/jan/27/extreme-cold-warm-winter-clothing,The Filter US
"High energy prices threaten UK’s status as manufacturing power, business groups say",2026-02-22T07:00:32Z,https://www.theguardian.com/business/2026/feb/22/high-energy-prices-threaten-uks-status-as-manufacturing-power-business-groups-say,Business
Democrats urge dropping plan to double gas exports as US energy prices soar,2026-02-26T18:10:23Z,https://www.theguardian.com/us-news/2026/feb/26/democrats-gas-exports-energy-prices,US news
Energy bills will fall by £117 for millions of households in Great Britain from April,2026-02-25T08:31:51Z,https://www.theguardian.com/money/2026/feb/25/energy-bills-fall-households-april-price-cap,Money
Starmer says ‘more to do’ on cost of living despite £117 fall in energy bills from April - as it happened,2026-02-25T15:02:28Z,https://www.theguardian.com/business/live/2026/feb/25/uk-energy-bills-cap-gold-price-markets-economy-obr-business-live-news-updates,Business
"New datacentres risk doubling Great Britain’s electricity use, regulator says",2026-02-23T18:17:28Z,https://www.theguardian.com/technology/2026/feb/23/new-datacentres-risk-doubling-uk-electricity-use-ofgem-peak-demand,Technology
Australia’s most costly anti-climate policy hits taxpayers for $30m a day as calls mount to wind back fuel tax credits | Adam Morton,2026-02-24T14:00:38Z,https://www.theguardian.com/environment/commentisfree/2026/feb/25/australia-fuel-tax-credit-scheme-government-anti-climate-policy-under-pressure,Environment
Lawyers to investigate claims of GB power grid cover-up over blackout risk,2026-07-13T20:00:49Z,https://www.theguardian.com/business/2026/jul/13/lawyers-to-investigate-claims-of-gb-power-grid-cover-up-over-blackout-risk,Business
Andy Burnham considers radical shake-up to cut energy bills,2026-07-18T10:45:01Z,https://www.theguardian.com/money/2026/jul/18/andy-burnham-cut-energy-bills-gas-heat-pumps,Money
"Coalition and One Nation’s plan to ditch net zero would not lower power prices, CSIRO report finds",2026-07-14T14:01:27Z,https://www.theguardian.com/australia-news/2026/jul/15/coalition-and-one-nations-plan-to-ditch-net-zero-would-not-lower-power-prices-csiro-report-finds,Australia news
Britain’s biggest community solar farm forced to shut over grid overload fears,2026-07-12T14:00:20Z,https://www.theguardian.com/environment/2026/jul/12/solar-farm-forced-to-shut-derril-water-biggest-grid-overload-fears,Environment
Readers reply: Why put solar panels on green space when we could put them over car parks?,2026-07-12T13:00:19Z,https://www.theguardian.com/lifeandstyle/2026/jul/12/readers-reply-why-put-solar-panels-on-green-space-when-we-could-put-them-over-car-parks,Life and style
Millions of flat-dwelling Australians are missing out on rooftop solar. Can new incentives bridge the installation gap?,2026-07-18T00:00:42Z,https://www.theguardian.com/australia-news/2026/jul/18/apartments-rooftop-solar-power-energy-divide-renewables-incentives-australia,Australia news
"Run the dishwasher, plug in the car: how Great Britain plans to use record wind and solar power ",2026-04-14T16:44:34Z,https://www.theguardian.com/environment/2026/apr/14/run-dishwasher-plug-car-how-great-britain-plans-use-record-wind-solar-power,Environment
Tory ex-chancellor Jeremy Hunt proposes ‘social tariff’ to help less well-off with energy bills,2026-04-13T09:51:44Z,https://www.theguardian.com/money/2026/apr/13/middle-east-war-uk-households-poorer-this-year-resolution-foundation-thinktank,Money
AI is destroying jobs – and the energy crisis could make that much worse | Larry Elliott,2026-04-16T08:00:52Z,https://www.theguardian.com/commentisfree/2026/apr/16/ai-destroying-jobs-energy-crisis-worse-doomsday-scenario,Opinion
IMF warns ‘unprecedented’ energy crisis could trigger global recession as Australia prepares for Washington talks,2026-04-14T13:00:57Z,https://www.theguardian.com/business/2026/apr/14/imf-world-economic-outlook-energy-crisis-global-recession-australia-fuel,Business
Rachel Reeves to raise windfall tax on low-carbon electricity generators,2026-04-17T17:48:02Z,https://www.theguardian.com/business/2026/apr/17/rachel-reeves-to-raise-windfall-tax-on-low-carbon-electricity-generators,Business
" We lost £3,000 after collapse of Ikea’s solar panel installer ",2026-04-13T06:00:39Z,https://www.theguardian.com/money/2026/apr/13/ikea-solar-panels-soly-collapse-lost-3000,Money
Wasted weekend takes wind out of WSL’s sails … and get ready for more ,2026-04-12T07:00:11Z,https://www.theguardian.com/football/2026/apr/12/wasted-weekend-international-break-womens-super-league-football,Football
The perfect base for a Wind in the Willows weekend: a stylish B&B in the Chilterns,2026-04-14T06:00:01Z,https://www.theguardian.com/travel/2026/apr/14/stylish-b-and-b-chilterns-wind-in-the-willows-oxfordshire-berkshire,Travel
Neo-Nazi leader sentenced to 20 years for plot to attack Maryland’s power grid ,2025-08-08T05:01:20Z,https://www.theguardian.com/us-news/2025/aug/08/neo-nazi-leader-sentenced-to-20-years-for-plot-to-attack-marylands-power-grid,US news
Can bears swing upside down and what colour is electricity? The kids’ quiz,2025-08-02T06:00:04Z,https://www.theguardian.com/lifeandstyle/2025/aug/02/can-bears-swing-upside-down-and-what-colour-is-electricity-the-kids-quiz,Life and style
"Scrapping North Sea windfall tax would not reduce UK energy bills, say experts",2026-03-10T09:39:09Z,https://www.theguardian.com/business/2026/mar/10/north-sea-windfall-tax-rachel-reeves-uk-energy-bills-experts,Environment
UK energy prices are soaring – and propagandists want to sell you a false reason why | George Monbiot,2026-03-13T06:00:43Z,https://www.theguardian.com/commentisfree/2026/mar/13/uk-energy-prices-soaring-war-iran-fossil-fuel-north-sea,Opinion
How are EU and member states reacting to energy crisis triggered by Iran war?,2026-03-10T16:46:30Z,https://www.theguardian.com/world/2026/mar/10/how-eu-member-states-reacting-energy-crisis-iran-war,World news
Asia scrambles to confront energy crisis unleashed by Iran war – with no end in sight,2026-03-12T03:40:56Z,https://www.theguardian.com/world/2026/mar/12/asia-energy-crisis-iran-war,World news
Ukraine war briefing: Putin envoy says US better understands importance of Russian oil amid energy crisis,2026-03-13T01:29:13Z,https://www.theguardian.com/world/2026/mar/13/ukraine-war-briefing-putin-envoy-says-us-better-understands-importance-of-russian-oil-amid-energy-crisis,World news
Elon Musk’s Tesla given go-ahead to supply electricity in Great Britain,2026-03-12T09:17:28Z,https://www.theguardian.com/technology/2026/mar/12/elon-musk-tesla-given-go-ahead-to-supply-electricity-in-great-britain,Technology
Alba party to wind up and not contest Scottish election,2026-03-08T20:28:35Z,https://www.theguardian.com/politics/2026/mar/08/alba-party-to-wind-up-and-not-contest-scottish-election,Politics
"Morning Mail: five Iranian footballers granted humanitarian visas, Hanson secured solar rebate, Wallabies get boost",2026-03-09T21:07:45Z,https://www.theguardian.com/australia-news/2026/mar/10/morning-mail-tuesday-ntwnfb,Australia news
Pauline Hanson secured government solar rebate despite calling for subsidies to large-scale renewables to end ,2026-03-09T14:00:52Z,https://www.theguardian.com/australia-news/2026/mar/09/pauline-hanson-renewables-solar-power-rebate,Australia news
Labour still faces risks on energy despite ‘record’ wind power auction | Nils Pratley,2026-01-14T16:44:33Z,https://www.theguardian.com/business/2026/jan/14/labour-wind-power-risks-clean-power-great-britain,Business
Will Great Britain’s offshore wind subsidy auction mean lower energy bills?,2026-01-14T13:43:12Z,https://www.theguardian.com/business/2026/jan/14/will-great-britains-offshore-wind-subsidy-auction-mean-lower-energy-bills,Business
"With this record wind power auction, we’ve proved the rightwing doubters wrong | Ed Miliband",2026-01-14T09:30:53Z,https://www.theguardian.com/commentisfree/2026/jan/14/record-wind-power-auction-rightwing-doubters-britain-energy-fossil-fuels-ed-miliband,Opinion
Ukraine war briefing: Kyiv struggles to stabilise ruined power grid after major Russian attack,2026-01-11T02:38:19Z,https://www.theguardian.com/world/2026/jan/11/ukraine-war-briefing-kyiv-struggles-to-stablise-ruined-power-grid-after-major-russian-attack,World news
"Elon Musk’s xAI datacenter generating extra electricity illegally, regulator rules",2026-01-16T00:09:42Z,https://www.theguardian.com/technology/2026/jan/15/elon-musk-xai-datacenter-memphis,Technology
Trump says Microsoft will pay more for its datacenters’ electricity,2026-01-13T22:09:02Z,https://www.theguardian.com/technology/2026/jan/13/trump-microsoft-data-centers-electricity,Technology
"Solar grazing: ‘triple-win’ for sheep farmers, renewables and society or just a PR exercise for energy companies?",2026-01-14T10:52:22Z,https://www.theguardian.com/environment/2026/jan/14/solar-grazing-triple-win-sheep-farmers-renewables-energy-companies,Environment
Household energy bills in Great Britain forecast to fall by £117 a year,2026-02-18T14:13:26Z,https://www.theguardian.com/money/2026/feb/18/household-energy-bills-in-great-britain-forecast-to-fall,Money
The Boy Who Harnessed the Wind review – Malawian boy’s amazing famine-beating creation inspires a rousing musical,2026-02-20T15:04:32Z,https://www.theguardian.com/stage/2026/feb/20/the-boy-who-harnessed-the-wind-review-malawi-swan-theatre-stratford-upon-avon-william-kamkwamba,Stage
‘He was angry’: India admit wind-up strategy to disrupt Joe Root’s batting,2025-08-01T20:27:18Z,https://www.theguardian.com/sport/2025/aug/01/he-was-angry-india-admit-wind-up-strategy-to-disrupt-roots-batting,Sport
Starmer defends investment in wind turbines after Trump wrongly claims it is ‘most expensive form of energy’ – as it happened,2025-07-28T17:52:00Z,https://www.theguardian.com/politics/live/2025/jul/28/starmer-trump-meeting-gaza-trade-palestine-latest-live-uk-politics-updates-news,Politics
Elon Musk’s Tesla applies to supply electricity to households in Great Britain,2025-08-10T15:35:25Z,https://www.theguardian.com/technology/2025/aug/10/elon-musk-tesla-applies-to-supply-electricity-to-households-in-great-britain,Technology
Millions of litres of oil seeping into UK soil from ageing electricity cables,2025-08-13T11:50:57Z,https://www.theguardian.com/environment/2025/aug/13/uk-electricity-firms-cables-leaking-oil-underground,Environment
Wind generator Ørsted blames Trump as shares sink to all-time low,2025-08-11T11:46:24Z,https://www.theguardian.com/environment/2025/aug/11/orsted-wind-generator-shares-sink-9bn-cash-call,Business
"No electricity, no toilet, no running water – heaven! Celebrating 60 years of the Mountain Bothies Association",2025-08-13T06:00:42Z,https://www.theguardian.com/travel/2025/aug/13/mountain-bothies-association-60-year-anniversary-lake-district,Travel
Scottish pupil named a Time magazine girl of the year for solar-powered blanket design,2025-08-14T16:27:42Z,https://www.theguardian.com/uk-news/2025/aug/14/scottish-pupil-named-girl-of-the-year-for-solar-powered-blanket-design,UK news
Which way will the wind blow? Decision day looms for planned windfarm on Tasmania’s Robbins Island ,2025-08-15T15:00:37Z,https://www.theguardian.com/australia-news/2025/aug/16/windfarm-proposal-robbins-island-tasmania,Australia news
What will Andy Burnham’s VAT cut on electricity bills mean for you?,2026-07-21T13:24:58Z,https://www.theguardian.com/money/2026/jul/21/what-will-andy-burnhams-vat-cut-on-energy-bills-mean-for-you,Money
Andy Burnham to cut VAT on electricity bills as first cost of living move,2026-07-21T07:49:32Z,https://www.theguardian.com/politics/2026/jul/21/burnham-announces-plans-to-cut-vat-on-electricity-bills-as-first-cost-of-living-move,Politics
"‘No electricity, no water, no fuel’: Ukrainian drone strikes bring darkness to Crimea’s summer",2026-07-21T11:00:44Z,https://www.theguardian.com/world/2026/jul/21/no-electricity-no-water-no-fuel-ukrainian-drone-strikes-bring-darkness-to-crimeas-summer,World news
UK households free to install plug-in balcony solar panels from end of August,2026-07-23T13:00:44Z,https://www.theguardian.com/money/2026/jul/23/uk-households-free-install-plug-in-balcony-solar-panels,Money
Total solar eclipse books out hotels two years in advance in New Zealand city,2026-07-23T04:59:08Z,https://www.theguardian.com/world/2026/jul/23/total-solar-eclipse-new-zealand-2028-dunedin,World news
I am used to hot days now. But the warm wind has really panicked me | Adrian Chiles,2026-07-23T10:00:41Z,https://www.theguardian.com/commentisfree/2026/jul/23/i-am-used-to-hot-days-now-but-the-warm-wind-has-really-panicked-me,Opinion
EU plans to cut electricity taxes to shield households from Iran war energy crisis,2026-04-22T12:48:36Z,https://www.theguardian.com/environment/2026/apr/22/eu-plans-cut-electricity-taxes-shield-households-iran-war-energy-crisis,Environment
Britain should look to biomethane to expand gas supply | Letter,2026-04-21T16:28:54Z,https://www.theguardian.com/environment/2026/apr/21/britain-should-look-to-biomethane-to-expand-gas-supply,Environment
Miliband’s ‘break the link’ plan is not a magic formula for lowering energy bills,2026-04-21T17:45:45Z,https://www.theguardian.com/money/nils-pratley-on-finance/2026/apr/21/milibands-break-the-link-plan-is-not-a-magic-formula-for-lowering-energy-bills,Business
Clean energy generation exceeded rise in global electricity demand in 2025,2026-04-20T23:01:08Z,https://www.theguardian.com/environment/2026/apr/21/clean-energy-generation-exceeded-rise-global-electricity-demand-2025,Environment
Electricity generators threatened with higher windfall taxes in bid to ensure stable prices,2026-04-20T23:01:08Z,https://www.theguardian.com/environment/2026/apr/21/uk-shifts-older-wind-and-solar-farms-to-fixed-price-deals-to-reduce-price-shocks,Business
Why are UK electricity prices linked to gas – and what does it mean for bills?,2026-04-21T16:18:11Z,https://www.theguardian.com/money/2026/apr/21/uk-electricity-prices-gas-energy-bills,Money
"Elaine Luria, January 6 panel member seeking political comeback, says ‘the wind is on our back’ as Democrats try to flip House",2026-04-20T10:00:53Z,https://www.theguardian.com/us-news/2026/apr/20/elaine-luria-virginia-house-democrats-midterms,US news
Energy bills could rise by £160 after Iran conflict pushes gas prices higher,2026-03-04T17:46:11Z,https://www.theguardian.com/money/2026/mar/04/iran-conflict-energy-bills-gas-prices,Money
Australian energy bills could surge as Iran conflict drives up global gas prices,2026-03-03T14:00:05Z,https://www.theguardian.com/australia-news/2026/mar/03/oil-gas-lng-prices-iran-war-middle-east-conflict-bills-australia-ntwnfb,Australia news
"How will datacentres affect Australia’s power prices, water supply and emissions? ",2026-03-01T14:00:45Z,https://www.theguardian.com/environment/2026/mar/02/datacentres-australia-power-prices-water-supply-emissions,Environment
Iran war briefing: US lets India buy Russian oil after energy prices jump,2026-03-06T23:33:57Z,https://www.theguardian.com/world/2026/mar/06/iran-war-us-india-russian-oil-prices-jump-israel-strikes-hezbollah-news-updates,World news
"UK motor fuel prices rise since Middle East conflict began, and energy bills could jump 10% in July – as it happened",2026-03-04T16:05:26Z,https://www.theguardian.com/business/live/2026/mar/04/war-middle-east-uk-living-standards-growth-markets-energy-shock-live-news-updates,Business
"Iran’s internet blackout could worsen human toll of war, say rights groups",2026-03-05T16:00:10Z,https://www.theguardian.com/global-development/2026/mar/05/iran-internet-blackout-human-toll-war-rights-groups,Global development
"Internet blackout is tool of desperate regime to isolate Iranians, say experts",2026-03-02T17:44:25Z,https://www.theguardian.com/world/2026/mar/02/internet-blackout-regime-iranians-experts-digital-censorship,World news
Channel tunnel power outage disrupts thousands of journeys ,2025-12-30T18:13:42Z,https://www.theguardian.com/business/2025/dec/30/eurostar-trains-cancelled-delayed-channel-tunnel-le-shuttle,Business
From energy prices to interest rates: the dates that could affect your finances in 2026,2026-01-01T06:00:32Z,https://www.theguardian.com/money/2026/jan/01/from-energy-prices-to-interest-rates-the-dates-that-could-affect-your-finances-in-2026,Money
Weather tracker: Cyclone Hayley brings intense wind and rain to Australia,2026-01-02T11:54:24Z,https://www.theguardian.com/environment/2026/jan/02/weather-tracker-cyclone-hayley-australia-spain-floods,Australia news
Poem of the week: The Man in the Wind by Anne Stevenson,2025-12-29T10:35:12Z,https://www.theguardian.com/books/2025/dec/29/poem-of-the-week-the-man-in-the-wind-by-anne-stevenson,Books
Weather tracker: Polar wind set to end warmth in US south and midwest,2025-12-29T09:47:14Z,https://www.theguardian.com/environment/2025/dec/29/weather-tracker-polar-wind-set-to-end-warmth-in-us-south-and-midwest,Environment
"Cut your energy bills by a third? No, these ‘energy-saving plugs’ will cause nothing but hassle",2025-10-05T06:00:28Z,https://www.theguardian.com/money/2025/oct/05/cut-your-energy-bills-by-a-third-no-these-energy-saving-plugs-will-cause-nothing-but-hassle,Money
‘Massive’ Russian attack on Ukraine capital causes widespread blackout,2025-10-10T10:01:56Z,https://www.theguardian.com/world/2025/oct/10/russian-attack-kyiv-ukraine-capital-blackouts-sets-high-rise-alight,World news
